,author,title,url,description,date,content
0,Wesley Yin-Poole,"Among Us Dev Innersloth Announces Indie Fund Side Project, Outersloth",https://www.ign.com/articles/among-us-dev-innersloth-announces-indie-fund-side-project-outersloth,The developer of smash hit indie game Among Us has announced plans to become an indie publisher.,2024-06-07T22:24:12Z,"Error: HTTPSConnectionPool(host='www.ign.com', port=443): Max retries exceeded with url: /articles/among-us-dev-innersloth-announces-indie-fund-side-project-outersloth (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)')))"
1,Chris Reed,Carcassonne Board Game Buying Guide,https://www.ign.com/articles/carcassonne-board-game-buying-guide,"Everything you need to know to get into Carcassonne, including the many, many expansions and alternate versions.",2024-06-11T17:31:43Z,"Error: HTTPSConnectionPool(host='www.ign.com', port=443): Max retries exceeded with url: /articles/carcassonne-board-game-buying-guide (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)')))"
2,Rebekah Valentine,Xbox Finally Shows Off its Perfect Dark Reboot - Xbox Games Showcase 2024,https://www.ign.com/articles/xbox-finally-shows-off-its-perfect-dark-reboot-xbox-games-showcase-2024,"Four years after its cinematic reveal at The Game Awards, Xbox has finally given us a proper look at its reboot of Perfect Dark at today's Xbox Games Showcase.",2024-06-09T17:44:01Z,"Error: HTTPSConnectionPool(host='www.ign.com', port=443): Max retries exceeded with url: /articles/xbox-finally-shows-off-its-perfect-dark-reboot-xbox-games-showcase-2024 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)')))"
3,Alex Stedman,Phil Spencer Briefly Explains the Decision to Bring Doom: The Dark Ages to PlayStation 5 - IGN Live 2024,https://www.ign.com/articles/phil-spencer-briefly-explains-the-decision-to-bring-doom-the-dark-ages-to-playstation-5-ign-live-2024,"At IGN Live today, Xbox head Phil Spencer briefly explained the decision to bring Doom: The Dark Ages to PlayStation 5: ""It’s a franchise that I think everyone deserves to play.""",2024-06-09T22:43:19Z,"Error: HTTPSConnectionPool(host='www.ign.com', port=443): Max retries exceeded with url: /articles/phil-spencer-briefly-explains-the-decision-to-bring-doom-the-dark-ages-to-playstation-5-ign-live-2024 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)')))"
4,Stella Chung,"Call of Duty: Black Ops 6 – First Campaign and Zombies Details, First Multiplayer Impressions",https://www.ign.com/articles/call-of-duty-black-ops-6-first-campaign-and-zombies-details-first-multiplayer-impressions,,2024-06-09T18:20:00Z,"Error: HTTPSConnectionPool(host='www.ign.com', port=443): Max retries exceeded with url: /articles/call-of-duty-black-ops-6-first-campaign-and-zombies-details-first-multiplayer-impressions (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)')))"
5,Adam Bankhurst,Next Gears of War Game Officially Revealed at Xbox Showcase 2024,https://www.ign.com/articles/next-gears-of-war-game-officially-revealed-at-xbox-showcase-2024,"Nearly four years after the launch of Gears 5, The Coalition has officially revealed Gears 6 with a brand-new trailer, and a title: Gears of War: E-Day.",2024-06-09T18:23:07Z,"Error: HTTPSConnectionPool(host='www.ign.com', port=443): Max retries exceeded with url: /articles/next-gears-of-war-game-officially-revealed-at-xbox-showcase-2024 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)')))"
6,Annette Magana,Project Slayers Codes June 2024,https://www.ign.com/articles/project-slayers-codes-june-2024,"Use this Project Slayers code list to claim free in-game items, such as Wen and Spins, for the popular Roblox experience.",2024-06-11T08:00:00Z,"Error: HTTPSConnectionPool(host='www.ign.com', port=443): Max retries exceeded with url: /articles/project-slayers-codes-june-2024 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)')))"
7,Ryan McCaffrey,"Slitterhead Exclusive Preview: A Combination of Silent Hill, Siren, and Gravity Rush?",https://www.ign.com/articles/slitterhead-exclusive-preview-a-combination-of-silent-hill-siren-and-gravity-rush,"Hailing from the creator of the original Silent HiIll, Siren and Gravity Rush games, in many ways Slitterhead feels like a culmination of legendary developer Keiichiro Toyama’s legacy. While going back to Toyama’s horror roots and implementing an Asian settin…",2024-06-07T21:55:49Z,"Error: HTTPSConnectionPool(host='www.ign.com', port=443): Max retries exceeded with url: /articles/slitterhead-exclusive-preview-a-combination-of-silent-hill-siren-and-gravity-rush (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)')))"
8,Michael Higham,Street Fighter 6 Season 2 Roster Revealed With Four New Characters,https://www.ign.com/articles/street-fighter-6-season-2-roster-revealed-with-four-new-characters,The second year of Street Fighter 6 comes with four new characters with a few guests from Fatal Fury.,2024-06-07T21:42:09Z,"Error: HTTPSConnectionPool(host='www.ign.com', port=443): Max retries exceeded with url: /articles/street-fighter-6-season-2-roster-revealed-with-four-new-characters (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)')))"
9,Wesley Yin-Poole,New Black Myth Wukong Trailer Ditches Xbox Series X and S Version,https://www.ign.com/articles/new-black-myth-wukong-trailer-ditches-xbox-series-x-and-s-version,"Black Myth Wukong will release on Xbox Series X and S after PlayStation 5 and PC, developer Game Science has confirmed.",2024-06-07T21:26:00Z,"Error: HTTPSConnectionPool(host='www.ign.com', port=443): Max retries exceeded with url: /articles/new-black-myth-wukong-trailer-ditches-xbox-series-x-and-s-version (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)')))"
