,author,title,url,description,date,content
0,Christian Holub,'Lord of the Rings: War of the Rohirrim': Meet the heroine and villain,https://ew.com/lord-rings-war-rohirrim-anime-meet-hero-villain-exclusive-8661309,"'The Lord of the Rings: The War of the Rohirrim' is an anime prequel film about an important battle in the history of Rohan. Producer Philippa Boyens, director Kenji Kamiyama, and voice actress Gaia Wise tease the film's central characters.",2024-06-11T16:00:00Z,Error: 406 Client Error: Not Acceptable for url: https://ew.com/lord-rings-war-rohirrim-anime-meet-hero-villain-exclusive-8661309
1,Samantha Highfill,'The Boys' creator on why season 5 will be the end,https://ew.com/the-boys-eric-kripke-why-season-5-the-end-8661509,'The Boys' will end with season 5. Here's what creator Eric Kripke had to say about why that's the perfect timing for the superhero show.,2024-06-11T16:32:04Z,Error: 406 Client Error: Not Acceptable for url: https://ew.com/the-boys-eric-kripke-why-season-5-the-end-8661509
2,Wesley Stenzel,Matt Bomer says he lost his Superman deal after being outed as gay,https://ew.com/matt-bomer-says-he-lost-his-superman-deal-after-being-outed-as-gay-8661954,Matt Bomer said he lost his three-picture 'Superman' deal in the early 2000s after he was outed as gay: 'That was a time in the industry when something like that could still really be weaponized against you.',2024-06-11T23:34:13Z,Error: 405 Client Error: Signal - Not Acceptable for url: https://ew.com/matt-bomer-says-he-lost-his-superman-deal-after-being-outed-as-gay-8661954
3,Raechal Shewfelt,"Dick Van Dyke wins Daytime Emmy, sets record",https://ew.com/dick-van-dyke-daytime-emmy-awards-oldest-winner-8660459,"Dick Van Dyke set a record Friday at the Daytime Emmys, where he was recognized for his performance as Timothy Robicheaux on 'Days of Our Lives.'",2024-06-08T03:49:57Z,Error: 405 Client Error: Signal - Not Acceptable for url: https://ew.com/dick-van-dyke-daytime-emmy-awards-oldest-winner-8660459
4,Raechal Shewfelt,Howard University cuts ties with Sean 'Diddy' Combs,https://ew.com/sean-diddy-combs-howard-university-takes-back-honorary-degree-8660448,"Howard University revokes Sean 'Diddy' Combs' honorary degree after Cassie video, saying he's 'no longer worthy'",2024-06-08T02:42:33Z,Error: 405 Client Error: Signal - Not Acceptable for url: https://ew.com/sean-diddy-combs-howard-university-takes-back-honorary-degree-8660448
5,Emlyn Travis,Kelly Clarkson snaps back at negative 'Avengers: Endgame' reviews,https://ew.com/kelly-clarkson-defends-avengers-endgame-against-negative-reviews-8660490,Kelly Clarkson has a bone to pick with negative reviews of 'Avengers: Endgame': 'Not everything has to be 'Shawshank Redemption.'',2024-06-08T15:55:56Z,Error: 405 Client Error: Signal - Not Acceptable for url: https://ew.com/kelly-clarkson-defends-avengers-endgame-against-negative-reviews-8660490
6,Shania Russell,Julia-Louis Dreyfus calls political correctness in comedy 'fantastic',https://ew.com/julia-louis-dreyfus-comedians-complaining-about-political-correctness-red-flags-8660594,Julia-Louis Dreyfus says comedians complaining about political correctness is a 'red flag': 'I believe being aware of certain sensitivities is not a bad thing.',2024-06-09T17:37:30Z,Error: 405 Client Error: Signal - Not Acceptable for url: https://ew.com/julia-louis-dreyfus-comedians-complaining-about-political-correctness-red-flags-8660594
7,Shania Russell,'Bad Boys 4' revives box office with Will Smith's return to theaters,https://ew.com/bad-boys-4-revives-box-office-with-will-smith-return-to-theaters-8660624,"'Bad Boys: Ride of Die' is bringing money (and Will Smith) back to theaters! The film debuted to $56 million in the U.S., and $104.6 million globally.",2024-06-09T22:28:50Z,Error: 405 Client Error: Signal - Not Acceptable for url: https://ew.com/bad-boys-4-revives-box-office-with-will-smith-return-to-theaters-8660624
8,Lauren Huff,Taylor Swift announces end of the Eras Tour,https://ew.com/taylor-swift-announces-end-of-the-eras-tour-8663145,"During her 100th Eras Tour show, Taylor Swift got reflective and took the opportunity to talk about the end of the tour for the very first time, confirming it will wrap up in December.",2024-06-13T20:27:55Z,Error: 405 Client Error: Signal - Not Acceptable for url: https://ew.com/taylor-swift-announces-end-of-the-eras-tour-8663145
9,Lauren Huff,"Nicole Kidman, Sandra Bullock confirmed in 'Practical Magic' sequel",https://ew.com/nicole-kidman-sandra-bullock-practical-magic-sequel-confirmed-more-to-tell-8663328,'There's a lot more to tell': Nicole Kidman is conjuring up some magical news — she and Sandra Bullock 'found a way in' for a 'Practical Magic' sequel.,2024-06-14T01:45:28Z,Error: 405 Client Error: Signal - Not Acceptable for url: https://ew.com/nicole-kidman-sandra-bullock-practical-magic-sequel-confirmed-more-to-tell-8663328
