,author,title,url,description,date,content
0,Bloomberg,Long-range EVs now cost less than the average new car in the US,https://economictimes.indiatimes.com/industry/renewables/long-range-evs-now-cost-less-than-the-average-new-car-in-the-us/articleshow/110821628.cms,"The automotive industry in the US is experiencing a competitive phase in the electric vehicle market, leading to EVs with over 300 miles of range being cheaper than gas-powered cars for American buyers.",2024-06-08T12:34:45Z,"(Catch all the Business News, Breaking News, Budget 2024  Events and Latest News Updates on The Economic Times.) Subscribe to The Economic Times Prime and read the ET ePaper online. (Catch all the Business News, Breaking News, Budget 2024  Events and Latest News Updates on The Economic Times.) Subscribe to The Economic Times Prime and read the ET ePaper online.  Gaming wars: WinZO takes Kavin Mittal’s Hike to arbitration for IP breach, poaching Saving Private Pawan #2: How PTC twins used INR1 crore to save top brass from Sebi, RBI Domino effect: Here’s what sent markets into a tailspin on poll results day Why the UK paid just INR100 stamp duty buying an INR101 crore Mumbai property 5 ingredients in Mamata Banerjee’s Bengal magic potion 7 software stocks with upside potential of upto 32%"
1,AP,Elon Musk wins back his $44.9 billion Tesla pay package in shareholder vote,https://economictimes.indiatimes.com/news/international/business/elon-musk-wins-back-his-44-9-billion-tesla-pay-package-in-shareholder-vote/articleshow/110982026.cms,"esla shareholders voted Thursday to restore CEO Elon Musk's record $44.9 billion pay package that was thrown out by a Delaware judge earlier this year, showing strong support for his leadership of the electric vehicle maker. While the favorable vote indicates…",2024-06-14T01:46:49Z,"(Catch all the Business News, Breaking News, Budget 2024  Events and Latest News Updates on The Economic Times.) Subscribe to The Economic Times Prime and read the ET ePaper online. (Catch all the Business News, Breaking News, Budget 2024  Events and Latest News Updates on The Economic Times.) Subscribe to The Economic Times Prime and read the ET ePaper online.  Gaming wars: WinZO takes Kavin Mittal’s Hike to arbitration for IP breach, poaching Saving Private Pawan #2: How PTC twins used INR1 crore to save top brass from Sebi, RBI Domino effect: Here’s what sent markets into a tailspin on poll results day Why the UK paid just INR100 stamp duty buying an INR101 crore Mumbai property 5 ingredients in Mamata Banerjee’s Bengal magic potion 7 software stocks with upside potential of upto 32%"
2,Nishtha Awasthi,"Nifty 500 Q4 recap: Domestic cyclicals fuel strong quarterly performance, says Motilal Oswal",https://economictimes.indiatimes.com/markets/stocks/news/nifty-500-q4-recap-domestic-cyclicals-fuel-strong-quarterly-performance-says-motilal-oswal/articleshow/110972521.cms,A report by Motilal Oswal highlights that the fourth-quarter performance of Nifty-500 companies in FY24 showed strong showings from domestic cyclicals like BFSI and auto sectors while global cyclicals such as Oil & Gas and metals experienced a downturn.,2024-06-13T13:11:03Z,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2024 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts, subscribe to our Telegram feeds .) Subscribe to The Economic Times Prime and read the Economic Times ePaper Online.and Sensex Today. Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price (What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2024 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts, subscribe to our Telegram feeds .) Subscribe to The Economic Times Prime and read the Economic Times ePaper Online.and Sensex Today. Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price"
3,Reuters,Israeli forces advance deeper into Rafah as diplomacy falters,https://economictimes.indiatimes.com/news/international/world-news/israeli-forces-advance-deeper-into-rafah-as-diplomacy-falters/articleshow/110976649.cms,"Residents said the Israeli forces thrust towards the Al-Mawasi area of Rafah near the beach, which is designated as a humanitarian area in all announcements and maps published by the Israeli army since it began its Rafah offensive. The Israeli military denied…",2024-06-13T17:52:43Z,"(Catch all the Business News, Breaking News, Budget 2024 Events and Latest News Updates on The Economic Times.) Subscribe to The Economic Times Prime and read the ET ePaper online. (Catch all the Business News, Breaking News, Budget 2024 Events and Latest News Updates on The Economic Times.) Subscribe to The Economic Times Prime and read the ET ePaper online.  Gaming wars: WinZO takes Kavin Mittal’s Hike to arbitration for IP breach, poaching Saving Private Pawan #2: How PTC twins used INR1 crore to save top brass from Sebi, RBI Domino effect: Here’s what sent markets into a tailspin on poll results day Why the UK paid just INR100 stamp duty buying an INR101 crore Mumbai property 5 ingredients in Mamata Banerjee’s Bengal magic potion 7 software stocks with upside potential of upto 32%"
4,Bhaskar Dutta,"HDFC Bank may take infra bond route to raise around Rs 15,000 crore",https://economictimes.indiatimes.com/markets/bonds/hdfc-bank-may-take-infra-bond-route-to-raise-around-rs-15000-crore/articleshow/111010749.cms,"""Bond markets are relatively stable now after the election-related volatility and for HDFC Bank, infrastructure bonds are a desirable option because these instruments bring leeway on maintenance of statutory liquidity ratio (SLR) and cash reserve ratio (CRR),…",2024-06-15T01:42:53Z,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2024 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts, subscribe to our Telegram feeds .) Subscribe to The Economic Times Prime and read the Economic Times ePaper Online.and Sensex Today. Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price (What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2024 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts, subscribe to our Telegram feeds .) Subscribe to The Economic Times Prime and read the Economic Times ePaper Online.and Sensex Today. Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price"
5,Saloni Shukla,AGS Transact looks to widen ATM footprint,https://economictimes.indiatimes.com/markets/stocks/news/ags-transact-looks-to-widen-atm-footprint/articleshow/111010863.cms,"The company recently won two orders from State Bank of India to deploy more than 4,000 ATMs over a period of 7 years. ""If I consider the SBI contract which we will start deploying in the second half of the fiscal year, we also have a few other banks in the pi…",2024-06-15T02:03:27Z,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2024 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts, subscribe to our Telegram feeds .) Subscribe to The Economic Times Prime and read the Economic Times ePaper Online.and Sensex Today. Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price (What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2024 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts, subscribe to our Telegram feeds .) Subscribe to The Economic Times Prime and read the Economic Times ePaper Online.and Sensex Today. Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price"
6,किरण सोमवंशी,What clearing vendor dues via equity means for firms,https://economictimes.indiatimes.com/markets/stocks/news/what-clearing-vendor-dues-via-equity-means-for-firms/articleshow/110981946.cms,Vodafone Idea's board approved preferential allotment of equity shares to Nokia and Ericsson to clear dues. Vi's vendor ATC Telecom also benefitted from stock market gains. Vi's move to dilute equity for debt repayment is uncommon in listed companies.,2024-06-14T01:37:33Z,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2024 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts, subscribe to our Telegram feeds .) Subscribe to The Economic Times Prime and read the Economic Times ePaper Online.and Sensex Today. Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price (What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2024 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts, subscribe to our Telegram feeds .) Subscribe to The Economic Times Prime and read the Economic Times ePaper Online.and Sensex Today. Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price"
7,ETMarkets.com,"F&O stocks to buy today: Bharti Airtel, M&M among top 8 trading ideas for 10 June 2024",https://economictimes.indiatimes.com/markets/options/fo-stocks-to-buy-today-bharti-airtel-mm-among-top-8-trading-ideas-for-10-june-2024/articleshow/110861699.cms,Experts provide stock recommendations from F&O basket and cash market for traders with short-term horizon.,2024-06-10T04:35:51Z,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2024 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts, subscribe to our Telegram feeds .) Subscribe to The Economic Times Prime and read the Economic Times ePaper Online.and Sensex Today. Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price (What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2024 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts, subscribe to our Telegram feeds .) Subscribe to The Economic Times Prime and read the Economic Times ePaper Online.and Sensex Today. Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price"
8,ET Bureau,Furniture firm Stanley Lifestyles' IPO opens June 21,https://economictimes.indiatimes.com/markets/ipos/fpos/furniture-firm-stanley-lifestyles-ipo-opens-june-21/articleshow/111010833.cms,"The offer consists of a fresh issue of ₹200 crore and an offer for sale of up to 9,130,000 shares worth ₹337 crore by existing shareholders. Sunil Suresh and Shubha Sunil, promoters of Stanley, will sell 1.18 million shares each in the OFS portion of the IPO.…",2024-06-15T01:56:42Z,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2024 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts, subscribe to our Telegram feeds .) Subscribe to The Economic Times Prime and read the Economic Times ePaper Online.and Sensex Today. Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price (What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2024 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts, subscribe to our Telegram feeds .) Subscribe to The Economic Times Prime and read the Economic Times ePaper Online.and Sensex Today. Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price"
9,ANI,"'Sonia Gandhi has been unanimously elected as Chairperson of Congress Parliamentary Party, says Pramod Tiwari",https://timesofindia.indiatimes.com/india/sonia-gandhi-has-been-unanimously-elected-as-chairperson-of-congress-parliamentary-party-says-pramod-tiwari/articleshow/110822529.cms,"Sonia Gandhi was unanimously elected as Chairperson of the Congress Parliamentary Party, said Pramod Tiwari. Earlier today, Congress president Mallikarjun Kharge proposed her name, supported by party leaders Gaurav Gogoi, Tariq Anwar, and K Sudhakaran. Congre…",2024-06-08T13:27:35Z,10 stunning space images captured by NASA's telescope 12 animals with the most beautiful and expressive eyes ​10 laws to get ahead of 97% of people​ 10 reasons that make Rajaji Tiger Reserve a must-visit 7 oldest trees on Earth and where to spot them? 8 tips for children to sound smarter in conversations 8 books to read to become an expert in corporate ‘know-hows’ 10 tips to raise a smart kid Improve Your Concentration Skills with These 10 Effective Tips ​10 animals that can live without food and water for months​
