,author,title,url,description,date,content
0,,Oklahoma tops Texas for 4th straight WCWS title,https://www.espn.com/college-sports/story/_/id/40296056/oklahoma-sweeps-texas-fourth-straight-wcws-title,No. 2 Oklahoma topped No. 1 Texas 8-4 for its fourth-straight Women's College World Series title on Thursday night.,2024-06-07T03:05:06Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/college-sports/story/_/id/40296056/oklahoma-sweeps-texas-fourth-straight-wcws-title
1,David Purdum,Hot dog contest bans Chestnut over sponsor beef,https://www.espn.com/espn/story/_/id/40328161/joey-chestnut-banned-nathan-famous-hot-dog-eating-contest,"Joey Chestnut, the 16-time champ of the Nathan's Famous Fourth of July Hot Dog Eating Contest who has won eight consecutive Mustard Belts, has been banned from this year's event.",2024-06-11T19:11:53Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/espn/story/_/id/40328161/joey-chestnut-banned-nathan-famous-hot-dog-eating-contest
2,Associated Press,"WNBA sets records in TV ratings, attendance",https://www.espn.com/wnba/story/_/id/40326422/wnba-earns-record-tv-ratings-1st-month-record-attendance,"The first month of the WNBA season drew its highest attendance since the league's second season in 1998 and the best television ratings in its history, the WNBA announced Tuesday.",2024-06-11T14:50:41Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/wnba/story/_/id/40326422/wnba-earns-record-tv-ratings-1st-month-record-attendance
3,,Sykes' return helps Mystics to 1st win of season,https://www.espn.com/wnba/story/_/id/40331116/brittney-sykes-return-helps-washington-mystics-beat-atlanta-dream-first-win-2024-wnba-season,"Brittney Sykes scored 18 points in her first game since May 17 as the Mystics secured their first win of the season, beating the Dream 87-68 on Tuesday night to avoid tying the longest losing streak in franchise history (13).",2024-06-12T02:50:08Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/wnba/story/_/id/40331116/brittney-sykes-return-helps-washington-mystics-beat-atlanta-dream-first-win-2024-wnba-season
4,Anthony Gharib,Mets' High-A affiliate team to give away George Costanza bobblehead on 'Seinfeld Night',https://www.espn.com/mlb/story/_/id/40334219/new-york-mets-mlb-brooklyn-cyclones-seinfeld-night-george-costanza,"The promotion is part of the Brooklyn Cyclones' ""Seinfeld Night 2024: The Summer of George"" on Aug. 10 and refers to two episodes of the sitcom.",2024-06-12T16:50:48Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/mlb/story/_/id/40334219/new-york-mets-mlb-brooklyn-cyclones-seinfeld-night-george-costanza
5,,Harper salutes London with HR soccer slide in win,https://www.espn.com/mlb/story/_/id/40306925/bryce-harper-phillies-slide-mets-london-opener,Bryce Harper celebrated with a soccer slide after his tying home run as the Phillies beat the Mets 7-2 on Saturday in the opener of MLB's third London Series.,2024-06-08T21:06:08Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/mlb/story/_/id/40306925/bryce-harper-phillies-slide-mets-london-opener
6,Anthony Olivieri,Wichita to unveil rebuilt Robinson statue Aug. 5,https://www.espn.com/mlb/story/_/id/40300077/rebuilt-jackie-robinson-statue-unveiled-august-5,"A youth baseball league in Wichita, Kansas, will unveil a new Jackie Robinson statue on Aug. 5, replacing the original work that was cut from the base, removed and vandalized earlier this year.",2024-06-07T23:20:10Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/mlb/story/_/id/40300077/rebuilt-jackie-robinson-statue-unveiled-august-5
7,,"NC State tops UGA, makes MCWS for 4th time",https://www.espn.com/college-baseball/story/_/id/40324357/nc-state-takes-georgia-heads-men-college-world-series,"Eli Serrano III did it with his bat and glove, helping NC State beat Georgia 8-5 to secure the program's fourth trip to the Men's College World Series. The Wolfpack play Kentucky on Saturday.",2024-06-11T03:25:52Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/college-baseball/story/_/id/40324357/nc-state-takes-georgia-heads-men-college-world-series
8,Andre Snellings,Weekly pickups: Stefanie Dolson offers frontcourt boost,https://www.espn.com/fantasy/womens-basketball/story/_/id/40321302/fantasy-women-basketball-adds-pickups-waivers-stefanie-dolson,"Andre Snellings lists players to hurry up and add to your roster in fantasy women's basketball, such as Tiffany Hayes and Stefanie Dolson.",2024-06-10T18:52:34Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/fantasy/womens-basketball/story/_/id/40321302/fantasy-women-basketball-adds-pickups-waivers-stefanie-dolson
9,Tim MacMahon,'For special occasions': Inside the lab where Luka and Kyrie create their wildest moves,https://www.espn.com/nba/story/_/id/40323344/nba-finals-2024-mavericks-proving-grounds-luka-kyrie-next-magic-tricks,Doncic's game winner on a rare righty step-back? Irving's on a 20-foot lefty hook? Those shots were no fluke. The star duo and three Mavs assistants have been in the lab all season.,2024-06-11T12:35:37Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/nba/story/_/id/40323344/nba-finals-2024-mavericks-proving-grounds-luka-kyrie-next-magic-tricks
10,,Chestnut-Kobayashi wiener-take-all on Labor Day,https://www.espn.com/espn/story/_/id/40336742/joey-chestnut-face-takeru-kobayashi-labor-day-hot-dog-battle,Competitive eating legends Joey Chestnut and Takeru Kobayashi will face off in a hot dog eating battle on Labor Day that will be televised by Netflix.,2024-06-12T21:20:05Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/espn/story/_/id/40336742/joey-chestnut-face-takeru-kobayashi-labor-day-hot-dog-battle
11,Alexa Philippou,Which 12 players are front-runners for the All-Star roster?,https://www.espn.com/wnba/story/_/id/40328415/wnba-all-star-game-2024-predicting-roster-vs-olympic-team,"The U.S. Olympic team roster is out. These 12 players, including Arike Ogunbowale and Caitlin Clark, might battle Team USA in the WNBA All-Star Game.",2024-06-12T13:39:11Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/wnba/story/_/id/40328415/wnba-all-star-game-2024-predicting-roster-vs-olympic-team
12,,O's RHP Bradish on IL with another UCL sprain,https://www.espn.com/mlb/story/_/id/40357160/o-put-rhp-kyle-bradish-il-another-ucl-sprain,Orioles righty Kyle Bradish has been put on the 15-day IL with a UCL sprain. He missed the first month of the season rehabbing a UCL sprain but did not have surgery.,2024-06-15T18:05:57Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/mlb/story/_/id/40357160/o-put-rhp-kyle-bradish-il-another-ucl-sprain
13,,Jones' 34 help Liberty top Aces in Finals rematch,https://www.espn.com/wnba/story/_/id/40358631/jonquel-jones-34-helps-liberty-top-aces-finals-rematch,Jonquel Jones' career-high 34 points helped the Liberty pull away from the Aces to win Saturday's WNBA Finals rematch 90-82.,2024-06-15T22:06:40Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/wnba/story/_/id/40358631/jonquel-jones-34-helps-liberty-top-aces-finals-rematch
14,,Source: Bengals' Higgins to sign franchise tender,https://www.espn.com/nfl/story/_/id/40356447/source-bengals-wr-tee-higgins-sign-franchise-tender,"Bengals wide receiver Tee Higgins is signing his franchise tender Saturday, a source told ESPN's Adam Schefter.",2024-06-15T16:06:02Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/nfl/story/_/id/40356447/source-bengals-wr-tee-higgins-sign-franchise-tender
15,Andreas Hale,"Hill: Meniscus, ACL injuries led to UFC 303 WD",https://www.espn.com/mma/story/_/id/40356375/jamahal-hill-meniscus-acl-injuries-led-ufc-303-withdrawal,"Former light heavyweight champion Jamahal Hill says tears to his meniscus, an ACL sprain and other knee ailments forced him to withdraw from UFC 303.",2024-06-15T16:06:02Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/mma/story/_/id/40356375/jamahal-hill-meniscus-acl-injuries-led-ufc-303-withdrawal
16,,'Fired up' Verdugo crushes HR in return to Fenway,https://www.espn.com/mlb/story/_/id/40354321/yanks-verdugo-fired-crushing-home-run-return-fenway,Alex Verdugo had a two-run homer and four RBIs in his return to Fenway Park as the New York Yankees beat the Boston Red Sox 8-1.,2024-06-15T05:06:59Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/mlb/story/_/id/40354321/yanks-verdugo-fired-crushing-home-run-return-fenway
17,Tom Hamilton,Line judge Lucas Feron returns to French Open after brutal attack,https://www.espn.com/tennis/story/_/id/40275885/lucas-feron-line-judge-wheelchair-french-open,"In 2021, Lucas Feron was a line judge for the French Open men's final. But a violent attack left him in a coma, and he has been rehabilitating ever since. This year, he's back.",2024-06-07T01:07:57Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/tennis/story/_/id/40275885/lucas-feron-line-judge-wheelchair-french-open
18,,Robertson's double in 13th lifts Gators into MCWS,https://www.espn.com/college-sports/story/_/id/40316261/michael-robertson-double-lifts-florida-clemson-mcws,Michael Robertson's two-run double in the bottom of the 13th inning Sunday night sent Florida to an 11-10 victory over Clemson and with it the Gators earned a berth in the Men's College World Series.,2024-06-10T01:20:04Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/college-sports/story/_/id/40316261/michael-robertson-double-lifts-florida-clemson-mcws
19,ESPN,"MCWS 2024: Top storylines, bold predictions and picks for Omaha",https://www.espn.com/college-sports/story/_/id/40336405/mcws-2024-top-storylines-players-bold-predictions-experts-picks,Our college baseball experts tell us what they're most excited to see in Omaha this year.,2024-06-13T11:35:23Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/college-sports/story/_/id/40336405/mcws-2024-top-storylines-players-bold-predictions-experts-picks
20,Keith Jenkins,"Boston Celtics NBA Finals history: Matchups, MVPs, other stats",https://www.espn.com/nba/story/_/id/40337041/boston-celtics-nba-finals-history-matchups-mvps-other-stats,"The Boston Celtics have a storied track record in the NBA Finals. Learn more about top matchups, players and other stats.",2024-06-13T01:22:40Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/nba/story/_/id/40337041/boston-celtics-nba-finals-history-matchups-mvps-other-stats
21,NBA Insiders,The biggest questions from Game 3 between the Mavericks and Celtics,https://www.espn.com/nba/story/_/id/40322250/nba-finals-2024-luka-doncic-miscues-biggest-questions-game-3-celtics-mavericks,The Celtics are now one win from an NBA-record 18th title. Our experts answer the biggest questions after Game 3 turned from rout to roller coaster.,2024-06-13T04:22:05Z,Error: 403 Client Error: Forbidden for url: https://www.espn.com/nba/story/_/id/40322250/nba-finals-2024-luka-doncic-miscues-biggest-questions-game-3-celtics-mavericks
